# The delisting register. Forms 25 and 25-NSE are DELISTINGS;
# every 15* form is DEREGISTRATION and is never summed with them.
# A Form 15 can be filed by a company that was never listed.
# quarters read: 15, (2023, 1) to (2026, 3)
# delisting filings: 7399; distinct delisted issuers: 2781; deregistration filings: 2544
form	cik	company	date_filed	path
15-12G	1471824	Teucrium Commodity Trust	2024-05-03	edgar/data/1471824/0001437749-24-014483.txt
25-NSE	1038357	PIONEER NATURAL RESOURCES CO	2024-05-03	edgar/data/1038357/0000876661-24-000321.txt
25-NSE	1039828	AMERICAN EQUITY INVESTMENT LIFE HOLDING CO	2024-05-03	edgar/data/1039828/0001143362-24-000143.txt
25-NSE	1069530	CASSAVA SCIENCES INC	2024-05-03	edgar/data/1069530/0001354457-24-000321.txt
25-NSE	1110805	NuStar Energy L.P.	2024-05-03	edgar/data/1110805/0000876661-24-000319.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-03	edgar/data/1143362/0001143362-24-000140.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-03	edgar/data/1354457/0001354457-24-000321.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-03	edgar/data/1354457/0001354457-24-000322.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-03	edgar/data/1354457/0001354457-24-000323.txt
25-NSE	1540305	ETF Series Solutions	2024-05-03	edgar/data/1540305/0001143362-24-000140.txt
25-NSE	77476	PEPSICO INC	2024-05-03	edgar/data/77476/0001354457-24-000323.txt
25-NSE	811808	SUMMIT FINANCIAL GROUP, INC.	2024-05-03	edgar/data/811808/0001354457-24-000322.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-03	edgar/data/876661/0000876661-24-000319.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-03	edgar/data/876661/0000876661-24-000321.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-03	edgar/data/876661/0001143362-24-000143.txt
15-12G	1821349	Neo Group Ltd	2024-05-06	edgar/data/1821349/0001178913-24-001584.txt
15-15D	1600823	Morgan Stanley Bank of America Merrill Lynch Trust 2014-C15	2024-05-06	edgar/data/1600823/0001888524-24-006932.txt
15-15D	1812807	BMW Vehicle Owner Trust 2020-A	2024-05-06	edgar/data/1812807/0000929638-24-001729.txt
15-15D	819793	ALBANY INTERNATIONAL CORP /DE/	2024-05-06	edgar/data/819793/0001140361-24-024548.txt
25	1819615	Clever Leaves Holdings Inc.	2024-05-06	edgar/data/1819615/0001213900-24-040093.txt
25-NSE	1143313	NYSE AMERICAN LLC	2024-05-06	edgar/data/1143313/0000876661-24-000327.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-06	edgar/data/1143362/0001143362-24-000145.txt
25-NSE	1174610	PROSHARES TRUST	2024-05-06	edgar/data/1174610/0001143362-24-000145.txt
25-NSE	1284940	FIRST TRUST ENERGY INCOME & GROWTH FUND	2024-05-06	edgar/data/1284940/0000876661-24-000327.txt
25-NSE	1513789	FIRST TRUST ENERGY INFRASTRUCTURE FUND	2024-05-06	edgar/data/1513789/0000876661-24-000333.txt
25-NSE	1556336	FIRST TRUST MLP & ENERGY INCOME FUND	2024-05-06	edgar/data/1556336/0000876661-24-000329.txt
25-NSE	1589420	FIRST TRUST NEW OPPORTUNITIES MLP & ENERGY FUND	2024-05-06	edgar/data/1589420/0000876661-24-000331.txt
25-NSE	1827871	Electriq Power Holdings, Inc.	2024-05-06	edgar/data/1827871/0000876661-24-000325.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-06	edgar/data/876661/0000876661-24-000325.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-06	edgar/data/876661/0000876661-24-000329.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-06	edgar/data/876661/0000876661-24-000331.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-06	edgar/data/876661/0000876661-24-000333.txt
15-12G	1365916	AMYRIS, INC.	2024-05-07	edgar/data/1365916/0001193125-24-132996.txt
15-12G	1654672	PINEAPPLE, INC.	2024-05-07	edgar/data/1654672/0001493152-24-018112.txt
25-NSE	1749704	AGILITI, INC. \DE	2024-05-07	edgar/data/1749704/0000876661-24-000335.txt
25-NSE	312069	BARCLAYS PLC	2024-05-07	edgar/data/312069/0000876661-24-000337.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-07	edgar/data/876661/0000876661-24-000335.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-07	edgar/data/876661/0000876661-24-000337.txt
15-12G	1784567	Harbor Custom Development, Inc.	2024-05-08	edgar/data/1784567/0001493152-24-018201.txt
15-15D	1593269	JPMBB Commercial Mortgage Securities Trust 2013-C17	2024-05-08	edgar/data/1593269/0001888524-24-006938.txt
15-15D	1600831	COMM 2014-LC15 Mortgage Trust	2024-05-08	edgar/data/1600831/0001888524-24-006936.txt
15-15D	844059	FRP HOLDINGS, INC.	2024-05-08	edgar/data/844059/0000844059-24-000025.txt
15-12G	1100397	Ayala Pharmaceuticals, Inc.	2024-05-09	edgar/data/1100397/0000929638-24-001751.txt
15-12G	1504167	TREX WIND-DOWN, INC.	2024-05-09	edgar/data/1504167/0001493152-24-018472.txt
15-12G	1851657	Vaxxinity, Inc.	2024-05-09	edgar/data/1851657/0001562762-24-000136.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-09	edgar/data/1143362/0001143362-24-000149.txt
25-NSE	1683471	Listed Funds Trust	2024-05-09	edgar/data/1683471/0001143362-24-000149.txt
15-12G	1861541	Pegasus Digital Mobility Acquisition Corp.	2024-05-10	edgar/data/1861541/0001104659-24-059756.txt
15-15D	1976923	YOUNEEQAI TECHNICAL SERVICES, INC.	2024-05-10	edgar/data/1976923/0001065949-24-000065.txt
25	1274792	MERRIMACK PHARMACEUTICALS INC	2024-05-10	edgar/data/1274792/0001193125-24-136243.txt
15-12G	1038357	PIONEER NATURAL RESOURCES CO	2024-05-13	edgar/data/1038357/0001193125-24-136768.txt
15-12G	1039828	American National Group Inc.	2024-05-13	edgar/data/1039828/0001104659-24-060526.txt
15-12G	1110805	NuStar Energy L.P.	2024-05-13	edgar/data/1110805/0001193125-24-136744.txt
15-15D	1956746	Equifax do Brasil S.A.	2024-05-13	edgar/data/1956746/0001193125-24-136678.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-13	edgar/data/1354457/0001354457-24-000331.txt
25-NSE	1823575	ZeroFox Holdings, Inc.	2024-05-13	edgar/data/1823575/0001354457-24-000331.txt
15-12G	1347652	CorEnergy Infrastructure Trust, Inc.	2024-05-14	edgar/data/1347652/0001347652-24-000053.txt
15-12G	1807983	Medicenna Therapeutics Corp.	2024-05-14	edgar/data/1807983/0001171843-24-002865.txt
15-12G	1879297	LAMF Global Ventures Corp. I	2024-05-14	edgar/data/1879297/0001213900-24-042585.txt
15-12G	811808	SUMMIT FINANCIAL GROUP, INC.	2024-05-14	edgar/data/811808/0000811808-24-000003.txt
15F-12B	1936574	IMMRSIV Inc.	2024-05-14	edgar/data/1936574/0001493152-24-019155.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-14	edgar/data/1354457/0001354457-24-000333.txt
25-NSE	1893325	Screaming Eagle Acquisition Corp.	2024-05-14	edgar/data/1893325/0001354457-24-000333.txt
15-12G	1362703	THERALINK TECHNOLOGIES, INC.	2024-05-15	edgar/data/1362703/0001493152-24-019341.txt
15-12G	1584425	Tricon Residential Inc.	2024-05-15	edgar/data/1584425/0001193125-24-138520.txt
15-12G	1781726	NP Life Sciences Health Industry Group Inc.	2024-05-15	edgar/data/1781726/0001493152-24-019743.txt
25-NSE	10456	BAXTER INTERNATIONAL INC	2024-05-15	edgar/data/10456/0000876661-24-000355.txt
25-NSE	1276187	Energy Transfer LP	2024-05-15	edgar/data/1276187/0000876661-24-000346.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-15	edgar/data/1354457/0001354457-24-000337.txt
25-NSE	1871745	Direct Selling Acquisition Corp.	2024-05-15	edgar/data/1871745/0000876661-24-000353.txt
25-NSE	846901	LAKELAND BANCORP INC	2024-05-15	edgar/data/846901/0001354457-24-000337.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-15	edgar/data/876661/0000876661-24-000346.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-15	edgar/data/876661/0000876661-24-000351.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-15	edgar/data/876661/0000876661-24-000353.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-15	edgar/data/876661/0000876661-24-000355.txt
25-NSE	893691	MASONITE INTERNATIONAL CORP	2024-05-15	edgar/data/893691/0000876661-24-000351.txt
15-12G	1490054	VERDE BIO HOLDINGS, INC.	2024-05-16	edgar/data/1490054/0001213900-24-044133.txt
15-12G	1819615	Clever Leaves Holdings Inc.	2024-05-16	edgar/data/1819615/0001213900-24-044367.txt
15-15D	1798272	Drive Auto Receivables Trust 2020-1	2024-05-16	edgar/data/1798272/0001193125-24-140345.txt
15-15D	1806211	CarMax Auto Owner Trust 2020-2	2024-05-16	edgar/data/1806211/0001806211-24-000022.txt
25-NSE	1059262	SP Plus Corp	2024-05-16	edgar/data/1059262/0001354457-24-000351.txt
25-NSE	1173281	NeuBase Therapeutics, Inc.	2024-05-16	edgar/data/1173281/0001354457-24-000350.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000344.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000345.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000346.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000347.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000348.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000349.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000350.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-16	edgar/data/1354457/0001354457-24-000351.txt
25-NSE	1522860	Acutus Medical, Inc.	2024-05-16	edgar/data/1522860/0001354457-24-000349.txt
25-NSE	1558583	Arcimoto Inc	2024-05-16	edgar/data/1558583/0001354457-24-000347.txt
25-NSE	1832415	Better Therapeutics, Inc.	2024-05-16	edgar/data/1832415/0001354457-24-000345.txt
25-NSE	1862490	Tritium DCFC Ltd	2024-05-16	edgar/data/1862490/0001354457-24-000346.txt
25-NSE	1942808	Next.e.GO N.V.	2024-05-16	edgar/data/1942808/0001354457-24-000348.txt
25-NSE	809248	CARROLS RESTAURANT GROUP, INC.	2024-05-16	edgar/data/809248/0001354457-24-000344.txt
15-12G	1749704	AGILITI, INC. \DE	2024-05-17	edgar/data/1749704/0001193125-24-141195.txt
25	930420	KFORCE INC	2024-05-17	edgar/data/930420/0000930420-24-000092.txt
25-NSE	1551152	AbbVie Inc.	2024-05-17	edgar/data/1551152/0000876661-24-000360.txt
25-NSE	55067	KELLANOVA	2024-05-17	edgar/data/55067/0000876661-24-000358.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-17	edgar/data/876661/0000876661-24-000358.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-17	edgar/data/876661/0000876661-24-000360.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-17	edgar/data/876661/0000876661-24-000363.txt
25-NSE	886982	GOLDMAN SACHS GROUP INC	2024-05-17	edgar/data/886982/0000876661-24-000363.txt
15-12G	1274792	MERRIMACK PHARMACEUTICALS INC	2024-05-20	edgar/data/1274792/0001193125-24-142837.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-20	edgar/data/1354457/0001354457-24-000354.txt
25-NSE	1626199	ALPINE IMMUNE SCIENCES, INC.	2024-05-20	edgar/data/1626199/0001354457-24-000354.txt
25-NSE	1809987	Mirion Technologies, Inc.	2024-05-20	edgar/data/1809987/0000876661-24-000370.txt
25-NSE	200406	JOHNSON & JOHNSON	2024-05-20	edgar/data/200406/0000876661-24-000368.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-20	edgar/data/876661/0000876661-24-000366.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-20	edgar/data/876661/0000876661-24-000368.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-20	edgar/data/876661/0000876661-24-000370.txt
25-NSE	920148	LABCORP HOLDINGS INC.	2024-05-20	edgar/data/920148/0000876661-24-000366.txt
25-NSE	1713748	Skeena Resources Ltd	2024-05-21	edgar/data/1713748/0000876661-24-000377.txt
25-NSE	1836176	Fathom Digital Manufacturing Corp	2024-05-21	edgar/data/1836176/0000876661-24-000372.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-21	edgar/data/876661/0000876661-24-000372.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-21	edgar/data/876661/0000876661-24-000377.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-22	edgar/data/1143362/0001143362-24-000161.txt
25-NSE	1545440	Ultimus Managers Trust	2024-05-22	edgar/data/1545440/0001143362-24-000161.txt
25-NSE	32604	EMERSON ELECTRIC CO	2024-05-22	edgar/data/32604/0000876661-24-000382.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-22	edgar/data/876661/0000876661-24-000382.txt
15-12G	1823575	ZeroFox Holdings, Inc.	2024-05-23	edgar/data/1823575/0001193125-24-145519.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-23	edgar/data/1354457/0001354457-24-000356.txt
25-NSE	1785345	Landos Biopharma, Inc.	2024-05-23	edgar/data/1785345/0001354457-24-000356.txt
25-NSE	1859639	Cazoo Group Ltd	2024-05-23	edgar/data/1859639/0000876661-24-000389.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-23	edgar/data/876661/0000876661-24-000386.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-23	edgar/data/876661/0000876661-24-000389.txt
25-NSE	93676	STARRETT L S CO	2024-05-23	edgar/data/93676/0000876661-24-000386.txt
15-12G	1059262	SP Plus Corp	2024-05-24	edgar/data/1059262/0001193125-24-147151.txt
15-12G	1600847	Gamida Cell Ltd.	2024-05-24	edgar/data/1600847/0001213900-24-046488.txt
15-12G	1811856	View, Inc.	2024-05-24	edgar/data/1811856/0001193125-24-146166.txt
15-12G	1893325	Screaming Eagle Acquisition Corp.	2024-05-24	edgar/data/1893325/0001193125-24-147037.txt
25-NSE	1089113	HSBC HOLDINGS PLC	2024-05-24	edgar/data/1089113/0000876661-24-000402.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-24	edgar/data/1143362/0000876661-24-000404.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-24	edgar/data/1143362/0000876661-24-000406.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-24	edgar/data/1143362/0000876661-24-000408.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-05-24	edgar/data/1143362/0001143362-24-000165.txt
25-NSE	1432353	Global X Funds	2024-05-24	edgar/data/1432353/0000876661-24-000404.txt
25-NSE	1452937	EXCHANGE TRADED CONCEPTS TRUST	2024-05-24	edgar/data/1452937/0000876661-24-000406.txt
25-NSE	1540305	ETF Series Solutions	2024-05-24	edgar/data/1540305/0000876661-24-000408.txt
25-NSE	19617	JPMORGAN CHASE & CO	2024-05-24	edgar/data/19617/0001143362-24-000165.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-24	edgar/data/876661/0000876661-24-000402.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-24	edgar/data/876661/0001143362-24-000167.txt
25-NSE	891478	Banco Santander, S.A.	2024-05-24	edgar/data/891478/0001143362-24-000167.txt
15-12G	846901	LAKELAND BANCORP INC	2024-05-28	edgar/data/846901/0001193125-24-148087.txt
15-12G	893691	MASONITE INTERNATIONAL CORP	2024-05-28	edgar/data/893691/0001193125-24-147557.txt
25-NSE	1534126	GasLog Ltd.	2024-05-28	edgar/data/1534126/0000876661-24-000412.txt
25-NSE	844150	NatWest Group plc	2024-05-28	edgar/data/844150/0000876661-24-000410.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-28	edgar/data/876661/0000876661-24-000410.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-28	edgar/data/876661/0000876661-24-000412.txt
15-12G	809248	CARROLS RESTAURANT GROUP, INC.	2024-05-29	edgar/data/809248/0000950142-24-001443.txt
25	1831313	TCW ETF Trust	2024-05-29	edgar/data/1831313/0001829126-24-003832.txt
25	1831313	TCW ETF Trust	2024-05-29	edgar/data/1831313/0001829126-24-003833.txt
25	947559	FIRST BANCSHARES INC /MS/	2024-05-29	edgar/data/947559/0000947559-24-000038.txt
15-12G	1421819	Hanjiao Group, Inc.	2024-05-30	edgar/data/1421819/0001683168-24-003874.txt
15-12G	1505155	Upland Software, Inc.	2024-05-30	edgar/data/1505155/0001505155-24-000045.txt
15-12G	1626199	ALPINE IMMUNE SCIENCES, INC.	2024-05-30	edgar/data/1626199/0001193125-24-149921.txt
15-12G	1832415	Better Therapeutics, Inc.	2024-05-30	edgar/data/1832415/0001193125-24-149381.txt
15-15D	1806152	CNH Equipment Trust 2020-A	2024-05-30	edgar/data/1806152/0001104659-24-066493.txt
15-15D	1814237	Nissan Auto Receivables 2020-B Owner Trust	2024-05-30	edgar/data/1814237/0001193125-24-150201.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-30	edgar/data/1354457/0001354457-24-000361.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-30	edgar/data/1354457/0001354457-24-000364.txt
25-NSE	1413329	Philip Morris International Inc.	2024-05-30	edgar/data/1413329/0000876661-24-000429.txt
25-NSE	1464790	B. Riley Financial, Inc.	2024-05-30	edgar/data/1464790/0001354457-24-000364.txt
25-NSE	1540305	ETF Series Solutions	2024-05-30	edgar/data/1540305/0000876661-24-000421.txt
25-NSE	1739614	Inhibrx, Inc.	2024-05-30	edgar/data/1739614/0001354457-24-000361.txt
25-NSE	1832136	Osiris Acquisition Corp.	2024-05-30	edgar/data/1832136/0000876661-24-000424.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-30	edgar/data/876661/0000876661-24-000421.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-30	edgar/data/876661/0000876661-24-000424.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-30	edgar/data/876661/0000876661-24-000429.txt
15-12G	1836176	Fathom Digital Manufacturing Corp	2024-05-31	edgar/data/1836176/0001193125-24-151698.txt
25	1839998	American Oncology Network, Inc.	2024-05-31	edgar/data/1839998/0001839998-24-000053.txt
25-NSE	1126874	ENERPLUS Corp	2024-05-31	edgar/data/1126874/0000876661-24-000436.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-05-31	edgar/data/1354457/0001354457-24-000366.txt
25-NSE	1642545	Shockwave Medical, Inc.	2024-05-31	edgar/data/1642545/0001354457-24-000366.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-05-31	edgar/data/876661/0000876661-24-000436.txt
15-12G	1365388	High Sierra Technologies, Inc.	2024-06-03	edgar/data/1365388/0001548123-24-000079.txt
15-12G	1715268	Golub Capital BDC 3, Inc.	2024-06-03	edgar/data/1715268/0001104659-24-067850.txt
15-12G	1785345	Landos Biopharma, Inc.	2024-06-03	edgar/data/1785345/0001193125-24-152289.txt
15-12G	920148	LABCORP HOLDINGS INC.	2024-06-03	edgar/data/920148/0001193125-24-153236.txt
15-15D	1595710	Morgan Stanley Bank of America Merrill Lynch Trust 2014-C14	2024-06-03	edgar/data/1595710/0001888524-24-008432.txt
25	1851959	Concord Acquisition Corp II	2024-06-03	edgar/data/1851959/0001104659-24-067764.txt
25	773141	M.D.C. HOLDINGS, INC.	2024-06-03	edgar/data/773141/0000773141-24-000032.txt
25-NSE	1110805	NuStar Energy L.P.	2024-06-03	edgar/data/1110805/0000876661-24-000447.txt
25-NSE	1131399	GSK plc	2024-06-03	edgar/data/1131399/0000876661-24-000453.txt
25-NSE	1224544	GLAXOSMITHKLINE CAPITAL PLC	2024-06-03	edgar/data/1224544/0000876661-24-000455.txt
25-NSE	1261249	AGILE THERAPEUTICS INC	2024-06-03	edgar/data/1261249/0001354457-24-000378.txt
25-NSE	1294683	NuStar Logistics, L.P.	2024-06-03	edgar/data/1294683/0000876661-24-000457.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000376.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000377.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000378.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000379.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000380.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000381.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000382.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-03	edgar/data/1354457/0001354457-24-000383.txt
25-NSE	1372183	NextPlay Technologies Inc.	2024-06-03	edgar/data/1372183/0001354457-24-000379.txt
25-NSE	1437491	RiskOn International, Inc.	2024-06-03	edgar/data/1437491/0001354457-24-000376.txt
25-NSE	1551152	AbbVie Inc.	2024-06-03	edgar/data/1551152/0000876661-24-000445.txt
25-NSE	1634447	ISUN, INC.	2024-06-03	edgar/data/1634447/0001354457-24-000381.txt
25-NSE	1764046	CLARIVATE PLC	2024-06-03	edgar/data/1764046/0000876661-24-000449.txt
25-NSE	1844389	Ace Global Business Acquisition Ltd	2024-06-03	edgar/data/1844389/0001354457-24-000382.txt
25-NSE	1844392	Marpai, Inc.	2024-06-03	edgar/data/1844392/0001354457-24-000383.txt
25-NSE	1860484	Relativity Acquisition Corp	2024-06-03	edgar/data/1860484/0001354457-24-000380.txt
25-NSE	1879373	GRAPHJET TECHNOLOGY	2024-06-03	edgar/data/1879373/0001354457-24-000377.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000445.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000447.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000449.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000451.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000453.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000455.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-03	edgar/data/876661/0000876661-24-000457.txt
25-NSE	884614	UGI CORP /PA/	2024-06-03	edgar/data/884614/0000876661-24-000451.txt
15-12G	93676	STARRETT L S CO	2024-06-04	edgar/data/93676/0001437749-24-019146.txt
15-12G	945131	COMMUNICATIONS SYSTEMS INTERNATIONAL INC	2024-06-04	edgar/data/945131/0001477932-24-003475.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-04	edgar/data/1354457/0001354457-24-000385.txt
25-NSE	901832	ASTRAZENECA PLC	2024-06-04	edgar/data/901832/0001354457-24-000385.txt
15-15D	1267425	BF Garden Tax Credit Fund V L.P.	2024-06-05	edgar/data/1267425/0001104659-24-068607.txt
15-15D	1267426	BCTC V ASSIGNOR CORP	2024-06-05	edgar/data/1267426/0001104659-24-068608.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-06-05	edgar/data/1143362/0001143362-24-000174.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-05	edgar/data/1354457/0001354457-24-000389.txt
25-NSE	1503123	DBX ETF TRUST	2024-06-05	edgar/data/1503123/0001143362-24-000174.txt
25-NSE	1805890	Fusion Pharmaceuticals Inc.	2024-06-05	edgar/data/1805890/0001354457-24-000389.txt
25-NSE	1950246	Metals Acquisition Ltd	2024-06-05	edgar/data/1950246/0000876661-24-000461.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-05	edgar/data/876661/0000876661-24-000461.txt
15-12G	1092570	FULLNET COMMUNICATIONS INC	2024-06-06	edgar/data/1092570/0001720088-24-000017.txt
15-15D	1572493	WFRBS Commercial Mortgage Trust 2013-C13	2024-06-06	edgar/data/1572493/0001888524-24-008438.txt
15-15D	1587980	WFRBS Commercial Mortgage Trust 2013-C17	2024-06-06	edgar/data/1587980/0001888524-24-008440.txt
25	1788257	BETTERWARE DE MEXICO, S.A.P.I. DE C.V	2024-06-06	edgar/data/1788257/0001213900-24-050379.txt
25-NSE	1143362	NYSE ARCA, INC.	2024-06-06	edgar/data/1143362/0001143362-24-000176.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-06	edgar/data/1354457/0001354457-24-000395.txt
25-NSE	1683471	Listed Funds Trust	2024-06-06	edgar/data/1683471/0001143362-24-000176.txt
25-NSE	1690820	CARVANA CO.	2024-06-06	edgar/data/1690820/0000876661-24-000463.txt
25-NSE	1929231	Plutonian Acquisition Corp.	2024-06-06	edgar/data/1929231/0001354457-24-000395.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-06	edgar/data/876661/0000876661-24-000463.txt
15-12G	1534126	GasLog Ltd.	2024-06-07	edgar/data/1534126/0000950157-24-000855.txt
25	1094324	SIFY TECHNOLOGIES LTD	2024-06-07	edgar/data/1094324/0001575872-24-000640.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2024-06-07	edgar/data/1354457/0001354457-24-000397.txt
25-NSE	1805012	Vitru Ltd	2024-06-07	edgar/data/1805012/0001354457-24-000397.txt
25-NSE	36104	US BANCORP \DE\	2024-06-07	edgar/data/36104/0000876661-24-000470.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2024-06-07	edgar/data/876661/0000876661-24-000470.txt
15-12G	1333835	Casa Systems Inc	2024-06-10	edgar/data/1333835/0001193125-24-157589.txt
15-12G	1437578	BRIGHT HORIZONS FAMILY SOLUTIONS INC.	2024-06-10	edgar/data/1437578/0001193125-24-158399.txt
15-12G	1532390	ALKALINE WATER Co INC	2024-06-10	edgar/data/1532390/0001683168-24-004078.txt
15-12G	1642545	Shockwave Medical, Inc.	2024-06-10	edgar/data/1642545/0001193125-24-158378.txt
15-12G	1739614	Inhibrx, Inc.	2024-06-10	edgar/data/1739614/0001193125-24-158437.txt
15F-12B	1091587	ABB LTD	2024-06-10	edgar/data/1091587/0001104659-24-069980.txt
15F-15D	1548132	ABB Finance (USA) Inc.	2024-06-10	edgar/data/1548132/0001104659-24-069983.txt
25-NSE	1770141	UpHealth, Inc.	2024-06-10	edgar/data/1770141/0000876661-24-000474.txt
25-NSE	1840292	Heliogen, Inc.	2024-06-10	edgar/data/1840292/0000876661-24-000476.txt
